time,treat,conversion
1433,treatment,0
1433,control,0
1433,control,0
1434,control,0
1434,control,0
1435,control,0
1435,control,0
1437,control,0
1438,treatment,1
1438,treatment,0
1439,control,0
1439,treatment,0
1439,control,0
1440,treatment,0
1441,control,0
1442,treatment,0
1442,control,0
1442,treatment,0
1444,treatment,0
1445,control,0
1446,treatment,0
1446,treatment,0
1446,control,0
1448,control,0
1449,control,0
1449,treatment,0
1450,control,0
1450,treatment,0
1451,control,0
1453,treatment,1
1454,treatment,0
1454,control,1
1456,treatment,0
1456,control,0
1458,control,0
1458,control,0
1459,control,0
1459,treatment,0
1459,control,0
1459,treatment,0
1459,control,0
1460,treatment,0
1461,treatment,0
1461,treatment,0
1462,treatment,0
1464,treatment,0
1465,control,0
1465,control,0
1468,treatment,0
1469,control,0
1470,treatment,0
1471,treatment,0
1471,treatment,0
1472,control,0
1472,control,0
1475,control,0
1475,control,0
1478,treatment,0
1478,control,0
1478,treatment,0
1480,control,0
1480,control,0
1481,treatment,0
1483,treatment,1
1483,treatment,0
1484,treatment,0
1485,control,0
1485,control,0
1486,treatment,0
1488,treatment,0
1488,treatment,0
1489,control,0
1489,control,0
1491,treatment,0
1492,treatment,0
1492,treatment,0
1492,treatment,0
1493,treatment,0
1494,control,0
1494,control,0
1495,control,0
1496,control,1
1496,control,0
1497,control,0
1497,treatment,0
1497,control,0
1498,treatment,0
1498,control,0
1498,treatment,1
1500,control,0
1501,treatment,0
1501,treatment,0
1501,control,0
1502,treatment,0
1502,control,0
1503,control,0
1503,treatment,0
1505,treatment,0
1505,control,0
1506,control,0
1507,treatment,0
1507,treatment,0
1508,treatment,0
1508,treatment,0
1508,treatment,0
1509,control,0
1509,control,0
1509,control,0
1509,control,0
1509,control,0
1510,control,0
1511,treatment,0
1511,control,0
1511,control,0
1514,control,0
1514,control,0
1516,control,0
1517,treatment,1
1518,control,0
1520,treatment,0
1521,control,0
1521,treatment,0
1523,control,0
1523,control,0
1524,control,0
1525,treatment,0
1525,control,0
1526,control,0
1526,treatment,0
1526,treatment,0
1527,treatment,0
1531,control,0
1531,control,0
1532,control,0
1532,treatment,0
1532,control,0
1532,control,0
1532,treatment,0
1532,treatment,0
1533,treatment,0
1533,control,0
1533,treatment,0
1533,treatment,0
1534,treatment,0
1537,control,0
1539,control,0
1539,treatment,0
1540,control,0
1541,control,0
1541,control,0
1541,control,0
1541,treatment,0
1542,control,0
1542,treatment,0
1542,treatment,0
1544,treatment,0
1544,control,0
1545,control,0
1546,control,0
1546,control,0
1546,control,0
1546,treatment,0
1547,treatment,1
1548,control,0
1548,treatment,0
1549,control,0
1550,treatment,0
1550,control,0
1551,treatment,0
1552,treatment,0
1552,treatment,0
1552,treatment,0
1552,treatment,0
1554,control,0
1556,treatment,0
1557,control,0
1557,control,0
1562,treatment,0
1564,treatment,0
1566,control,0
1566,treatment,0
1567,control,0
1567,treatment,0
1568,control,0
1569,treatment,0
1569,control,0
1569,control,0
1569,treatment,0
1571,control,1
1572,control,0
1573,control,0
1573,control,0
1574,treatment,0
1574,treatment,0
1575,treatment,0
1576,treatment,0
1577,treatment,0
1579,control,0
1580,control,0
1580,treatment,0
1581,treatment,0
1581,control,0
1582,treatment,0
1582,control,0
1586,treatment,0
1586,control,0
1588,control,0
1588,control,1
1589,treatment,0
1591,control,0
1594,control,0
1594,treatment,0
1595,control,0
1595,control,0
1595,control,0
1596,treatment,0
1596,control,0
1597,control,0
1597,control,0
1597,control,0
1598,treatment,0
1598,control,0
1598,treatment,0
1600,control,0
1601,treatment,0
1602,treatment,0
1603,control,0
1603,control,0
1606,control,0
1607,treatment,0
1608,treatment,0
1610,treatment,0
1611,control,0
1614,control,0
1616,treatment,0
1617,treatment,0
1618,control,0
1619,control,1
1619,treatment,0
1619,control,0
1621,treatment,0
1622,treatment,1
1622,treatment,0
1622,treatment,0
1624,control,0
1624,treatment,0
1625,control,0
1627,control,0
1629,control,0
1630,treatment,0
1630,control,0
1631,treatment,0
1631,treatment,0
1633,treatment,0
1633,control,0
1633,control,0
1634,control,0
1635,treatment,0
1635,control,0
1637,control,0
1637,control,0
1637,treatment,0
1637,treatment,0
1638,control,0
1639,treatment,0
1639,control,0
1640,control,0
1640,treatment,0
1641,treatment,0
1641,control,0
1642,treatment,1
1642,treatment,0
1645,treatment,0
1645,control,1
1647,treatment,0
1648,control,0
1649,treatment,0
1650,treatment,0
1651,control,0
1654,control,0
1655,treatment,0
1655,control,0
1655,treatment,0
1655,control,0
1655,control,0
1656,control,0
1656,control,0
1656,control,0
1656,control,0
1657,treatment,0
1658,control,0
1658,control,0
1660,treatment,0
1661,treatment,0
1661,treatment,0
1661,treatment,0
1661,control,0
1661,treatment,0
1662,control,0
1663,control,0
1665,control,0
1666,treatment,0
1666,control,0
1666,treatment,0
1666,control,0
1668,treatment,0
1668,control,0
1668,control,0
1669,treatment,0
1670,treatment,0
1670,control,1
1670,treatment,0
1670,control,0
1671,treatment,0
1671,treatment,0
1674,treatment,0
1674,treatment,0
1675,treatment,0
1676,control,0
1676,control,0
1676,treatment,0
1676,control,0
1679,control,0
1679,control,0
1680,control,0
1680,control,0
1680,control,0
1681,control,0
1682,control,0
1682,treatment,0
1683,control,0
1683,treatment,0
1683,treatment,0
1684,treatment,0
1685,control,0
1685,control,0
1686,treatment,1
1686,control,0
1686,treatment,0
1689,treatment,0
1692,control,1
1692,treatment,0
1692,treatment,0
1692,control,0
1693,treatment,0
1693,treatment,0
1697,control,0
1697,treatment,0
1698,control,1
1699,control,0
1701,treatment,0
1704,control,0
1704,treatment,0
1704,treatment,0
1704,treatment,0
1705,treatment,0
1706,treatment,0
1706,control,0
1709,control,0
1710,control,0
1710,treatment,0
1711,control,0
1711,control,0
1712,control,0
1713,control,1
1713,control,0
1715,treatment,0
1715,control,0
1716,treatment,0
1717,control,0
1718,control,0
1718,treatment,0
1718,control,0
1719,control,1
1720,control,0
1720,control,0
1721,control,0
1722,treatment,0
1722,treatment,0
1723,control,0
1724,control,0
1724,control,0
1725,control,0
1725,control,0
1727,treatment,0
1727,treatment,0
1728,control,0
1728,control,0
1729,treatment,0
1729,treatment,0
1731,control,0
1731,control,0
1732,control,0
1732,treatment,0
1732,treatment,0
1732,control,0
1735,control,0
1736,control,0
1736,control,0
1737,control,0
1738,control,0
1738,treatment,0
1738,control,0
1739,control,0
1739,treatment,0
1741,control,0
1742,control,0
1743,treatment,0
1744,control,0
1746,control,0
1747,control,0
1749,control,0
1750,control,0
1750,treatment,0
1751,control,0
1753,control,0
1755,control,0
1756,treatment,0
1756,treatment,0
1758,treatment,0
1758,treatment,0
1759,treatment,1
1761,control,0
1762,treatment,0
1763,treatment,0
1764,treatment,0
1765,control,1
1766,control,0
1766,control,0
1767,control,0
1767,treatment,0
1767,treatment,0
1768,treatment,0
1768,treatment,0
1768,treatment,1
1771,treatment,0
1771,treatment,0
1772,treatment,0
1773,control,0
1773,control,0
1775,treatment,0
1775,treatment,0
1775,treatment,0
1777,treatment,0
1778,control,0
1780,treatment,0
1780,treatment,0
1781,control,0
1781,treatment,0
1781,control,0
1783,treatment,0
1783,control,0
1785,treatment,0
1786,treatment,0
1787,treatment,0
1787,treatment,1
1788,control,0
1788,control,0
1788,treatment,0
1788,control,0
1789,treatment,0
1790,treatment,0
1790,treatment,0
1792,treatment,0
1792,treatment,0
1793,control,0
1793,treatment,0
1794,treatment,0
1794,control,0
1796,treatment,0
1796,treatment,0
1799,control,0
1799,control,0
1800,control,0
1802,control,0
1802,treatment,0
1802,control,0
1803,treatment,0
1803,control,0
1803,treatment,0
1803,treatment,0
1805,treatment,1
1805,control,0
1805,treatment,0
1806,control,0
1806,control,0
1807,treatment,0
1807,control,0
1809,treatment,0
1810,control,0
1812,control,0
1812,control,0
1813,control,0
1817,control,0
1817,control,0
1817,treatment,0
1818,treatment,0
1819,treatment,1
1820,control,0
1821,treatment,0
1824,control,0
1824,control,0
1824,treatment,0
1825,treatment,0
1826,control,0
1826,control,0
1826,treatment,0
1827,treatment,0
1827,control,0
1828,treatment,0
1829,treatment,0
1830,control,0
1830,control,0
1831,treatment,0
1833,control,0
1833,control,0
1834,treatment,0
1834,treatment,0
1834,control,0
1835,treatment,0
1836,control,0
1836,treatment,0
1836,treatment,0
1836,control,0
1836,control,0
1837,treatment,0
1837,control,0
1837,treatment,1
1838,treatment,0
1840,control,0
1840,control,0
1841,control,0
1842,control,0
1842,control,1
1843,control,0
1845,treatment,0
1846,treatment,0
1847,control,0
1847,treatment,0
1848,control,0
1848,control,0
1849,treatment,0
1850,control,0
1850,treatment,1
1850,treatment,0
1851,treatment,0
1851,control,0
1851,control,0
1851,control,0
1851,treatment,0
1853,treatment,0
1855,control,0
1856,treatment,0
1857,treatment,0
1857,treatment,0
1857,control,0
1858,treatment,0
1859,control,0
1859,control,0
1862,treatment,0
1862,control,0
1862,treatment,0
1864,treatment,0
1864,treatment,0
1865,treatment,0
1865,treatment,1
1865,treatment,0
1865,treatment,0
1866,control,0
1866,control,0
1866,treatment,0
1866,control,0
1867,control,0
1870,control,0
1871,treatment,0
1872,treatment,0
1873,treatment,0
1873,treatment,0
1874,treatment,0
1874,control,0
1875,control,0
1875,control,0
1876,treatment,0
1878,control,0
1879,control,0
1880,control,0
1882,control,0
1882,control,0
1883,treatment,0
1883,control,0
1887,control,0
1888,treatment,0
1889,control,0
1889,control,0
1890,treatment,0
1891,control,0
1891,treatment,0
1892,treatment,0
1893,treatment,0
1893,control,0
1893,treatment,0
1894,treatment,0
1894,treatment,0
1895,treatment,0
1895,treatment,0
1898,control,0
1898,control,0
1899,control,0
1899,treatment,1
1899,treatment,0
1901,treatment,0
1901,treatment,0
1902,control,0
1902,control,0
1905,control,0
1905,control,0
1907,treatment,0
1907,control,0
1908,control,0
1908,treatment,0
1909,control,0
1909,control,0
1909,treatment,0
1910,control,0
1911,treatment,0
1911,control,0
1912,control,0
1915,treatment,0
1918,control,0
1919,control,0
1919,control,0
1921,control,0
1923,treatment,0
1923,treatment,1
1924,treatment,0
1926,treatment,0
1926,treatment,0
1926,treatment,0
1926,treatment,0
1927,control,0
1928,treatment,0
1928,treatment,0
1929,treatment,0
1929,control,0
1929,treatment,0
1931,control,0
1931,treatment,1
1932,control,0
1933,treatment,0
1933,treatment,0
1935,control,0
1936,treatment,1
1939,control,0
1940,control,1
1942,treatment,1
1943,control,0
1943,treatment,0
1944,treatment,0
1944,control,0
1946,control,0
1946,treatment,0
1947,treatment,0
1947,treatment,0
1947,control,0
1948,control,0
1949,control,0
1949,control,0
1950,control,0
1950,control,0
1952,control,1
1954,control,0
1955,control,0
1956,control,0
1957,control,0
1957,control,0
1958,control,0
1958,control,0
1959,treatment,0
1959,control,0
1959,control,0
1960,control,0
1960,control,0
1961,control,0
1962,control,0
1963,control,0
1963,treatment,0
1966,control,0
1966,control,0
1966,control,0
1967,treatment,0
1968,control,0
1969,treatment,0
1969,treatment,0
1969,treatment,0
1969,control,0
1970,treatment,0
1970,treatment,0
1971,control,0
1971,control,0
1973,control,0
1973,control,0
1973,control,0
1974,treatment,0
1975,treatment,0
1976,treatment,0
1976,treatment,0
1979,control,0
1980,control,0
1981,control,0
1981,treatment,0
1982,control,0
1982,treatment,0
1982,treatment,0
1982,control,0
1983,control,0
1983,control,0
1984,control,0
1984,treatment,0
1985,control,0
1988,control,0
1988,treatment,0
1989,control,0
1990,treatment,0
1990,treatment,0
1991,control,0
1991,treatment,0
1992,treatment,0
1993,control,0
1994,control,0
1998,treatment,0
1998,treatment,0
2002,treatment,0
2002,treatment,0
2003,treatment,0
2008,treatment,0
2009,treatment,1
2010,control,0
2011,control,0
2012,treatment,0
2014,control,0
2016,control,0
2016,control,0
2018,treatment,0
2018,treatment,0
2019,control,0
2019,treatment,0
2021,control,1
2021,treatment,0
2023,control,0
2023,control,0
2023,control,0
2024,control,0
2026,treatment,0
2028,control,0
2029,treatment,0
2029,control,0
2029,treatment,0
2030,treatment,0
2030,control,0
2031,treatment,0
2031,treatment,0
2031,control,0
2032,control,0
2032,treatment,0
2032,control,0
2035,treatment,0
2035,treatment,0
2036,treatment,0
2037,treatment,0
2037,treatment,0
2037,control,0
2037,treatment,0
2038,treatment,0
2039,control,0
2039,treatment,0
2039,control,0
2039,treatment,0
2041,control,0
2041,treatment,0
2042,treatment,0
2042,control,0
2043,control,0
2044,control,0
2045,control,1
2045,treatment,0
2045,treatment,0
2046,treatment,0
2046,control,0
2046,control,0
2046,control,0
2047,control,0
2047,control,0
2048,treatment,0
2049,treatment,0
2049,treatment,0
2050,control,0
2051,control,0
2052,control,0
2052,treatment,0
2052,control,0
2053,treatment,0
2053,treatment,0
2053,control,0
2053,control,0
2055,treatment,0
2056,control,0
2056,control,0
2058,treatment,0
2059,treatment,0
2059,control,0
2061,treatment,0
2061,treatment,0
2061,treatment,0
2062,treatment,0
2062,control,0
2063,control,0
2063,treatment,0
2065,control,0
2065,control,0
2067,treatment,0
2067,control,0
2068,treatment,0
2070,treatment,0
2070,control,0
2070,treatment,0
2070,control,0
2073,control,0
2075,treatment,0
2075,control,0
2078,control,0
2078,treatment,0
2079,treatment,0
2079,control,0
2080,treatment,0
2080,control,0
2081,treatment,0
2081,treatment,0
2081,treatment,0
2081,treatment,0
2082,control,0
2083,treatment,0
2083,control,0
2084,treatment,0
2085,control,0
2085,control,0
2086,control,0
2087,control,0
2089,control,0
2089,control,0
2091,treatment,0
2093,control,1
2094,treatment,0
2094,control,0
2095,treatment,0
2096,control,0
2096,treatment,0
2097,treatment,0
2098,treatment,0
2099,treatment,0
2099,control,0
2100,control,0
2101,control,0
2101,treatment,1
2101,treatment,0
2102,control,0
2103,treatment,0
2103,control,0
2104,control,0
2104,control,0
2105,treatment,0
2110,control,1
2113,control,0
2115,control,0
2115,control,0
2116,treatment,0
2118,treatment,0
2119,treatment,0
2119,control,1
2119,control,0
2120,control,0
2123,control,0
2123,control,0
2123,treatment,0
2124,treatment,0
2124,control,0
2125,control,0
2125,treatment,0
2127,control,0
2128,control,0
2128,control,0
2128,treatment,0
2128,control,0
2128,control,0
2128,treatment,0
2128,control,0
2131,control,0
2131,treatment,0
2131,treatment,0
2132,control,0
2133,control,0
2133,control,0
2134,treatment,0
2134,treatment,0
2135,treatment,0
2136,control,0
2137,treatment,0
2137,treatment,0
2138,control,0
2139,control,0
2139,treatment,0
2140,treatment,0
2140,control,1
2140,treatment,0
2141,treatment,1
2142,treatment,0
2143,treatment,0
2146,treatment,0
2148,control,0
2148,treatment,0
2149,treatment,0
2150,treatment,0
2150,control,0
2150,treatment,0
2151,treatment,0
2151,treatment,0
2153,treatment,0
2154,control,0
2154,control,0
2155,treatment,0
2157,treatment,1
2157,treatment,0
2157,control,0
2157,treatment,0
2159,control,0
2159,control,0
2160,control,0
2161,treatment,0
2162,control,1
2164,treatment,0
2165,control,0
2166,treatment,0
2166,control,0
2166,control,0
2166,control,0
2168,treatment,0
2173,treatment,1
2173,control,0
2174,treatment,0
2175,control,0
2176,control,0
2176,treatment,0
2176,control,0
2177,treatment,0
2177,control,0
2178,treatment,0
2179,treatment,0
2180,treatment,0
2180,treatment,0
2180,control,0
2182,treatment,0
2182,treatment,0
2182,control,0
2183,treatment,0
2183,control,0
2184,treatment,0
2186,control,0
2187,control,0
2187,control,0
2187,control,0
2189,treatment,0
2189,treatment,0
2189,treatment,0
2191,control,0
2191,treatment,0
2192,treatment,0
2192,treatment,0
2193,control,0
2193,control,0
2193,control,0
2194,treatment,0
2195,control,0
2197,control,0
2198,treatment,0
2198,treatment,0
2203,control,0
2203,control,0
2204,treatment,0
2204,control,0
2205,treatment,0
2208,treatment,0
2209,control,0
2209,treatment,0
